C,C1,C2
0.008200000027,2.7e-11,0.0082
0.008200000033000001,0.0082,3.3e-11
0.008200000033000001,3.3e-11,0.0082
0.008200000039,0.0082,3.9e-11
0.008200000039,3.9e-11,0.0082
0.008200000047,0.0082,4.7e-11
0.008200000047,4.7e-11,0.0082
0.008200000056,0.0082,5.6e-11
0.008200000056,5.6e-11,0.0082
0.008200000068,0.0082,6.8e-11
0.008200000068,6.8e-11,0.0082
0.008200000082000001,0.0082,8.2e-11
0.008200000082000001,8.2e-11,0.0082
0.0082000001,0.0082,9.999999999999999e-11
0.0082000001,9.999999999999999e-11,0.0082
0.00820000012,0.0082,1.2e-10
0.00820000012,1.2e-10,0.0082
0.008200000150000001,0.0082,1.5e-10
0.008200000150000001,1.5e-10,0.0082
0.00820000018,0.0082,1.8e-10
0.00820000018,1.8e-10,0.0082
0.008200000220000002,0.0082,2.2e-10
0.008200000220000002,2.2e-10,0.0082
0.00820000027,0.0082,2.7e-10
0.00820000027,2.7e-10,0.0082
0.00820000033,0.0082,3.3e-10
0.00820000033,3.3e-10,0.0082
0.00820000039,0.0082,3.9e-10
0.00820000039,3.9e-10,0.0082
0.008200000470000001,0.0082,4.699999999999999e-10
0.008200000470000001,4.699999999999999e-10,0.0082
0.00820000056,0.0082,5.599999999999999e-10
0.00820000056,5.599999999999999e-10,0.0082
0.008200000680000001,0.0082,6.799999999999999e-10
0.008200000680000001,6.799999999999999e-10,0.0082
0.008200000820000001,0.0082,8.2e-10
0.008200000820000001,8.2e-10,0.0082
0.008200001,0.0082,1e-09
0.008200001,1e-09,0.0082
0.008200001200000001,0.0082,1.2e-09
0.008200001200000001,1.2e-09,0.0082
0.0082000015,0.0082,1.5e-09
0.0082000015,1.5e-09,0.0082
0.0082000018,0.0082,1.8e-09
0.0082000018,1.8e-09,0.0082
0.0082000022,0.0082,2.2000000000000003e-09
0.0082000022,2.2000000000000003e-09,0.0082
0.0082000027,0.0082,2.7e-09
0.0082000027,2.7e-09,0.0082
0.008200003300000001,0.0082,3.3e-09
0.008200003300000001,3.3e-09,0.0082
0.0082000039,0.0082,3.9e-09
0.0082000039,3.9e-09,0.0082
0.008200004700000001,0.0082,4.7e-09
0.008200004700000001,4.7e-09,0.0082
0.0082000056,0.0082,5.6000000000000005e-09
0.0082000056,5.6000000000000005e-09,0.0082
0.008200006800000001,0.0082,6.8000000000000005e-09
0.008200006800000001,6.8000000000000005e-09,0.0082
0.008200008200000001,0.0082,8.2e-09
0.008200008200000001,8.2e-09,0.0082
0.00820001,0.0082,1e-08
0.00820001,1e-08,0.0082
0.008200012000000001,0.0082,1.2000000000000002e-08
0.008200012000000001,1.2000000000000002e-08,0.0082
0.008200015000000001,0.0082,1.5000000000000002e-08
0.008200015000000001,1.5000000000000002e-08,0.0082
0.008200018,0.0082,1.8000000000000002e-08
0.008200018,1.8000000000000002e-08,0.0082
0.008200022000000001,0.0082,2.2000000000000002e-08
0.008200022000000001,2.2000000000000002e-08,0.0082
0.008200027,0.0082,2.7e-08
0.008200027,2.7e-08,0.0082
0.008200033,0.0082,3.3000000000000004e-08
0.008200033,3.3000000000000004e-08,0.0082
0.008200039000000001,0.0082,3.9000000000000005e-08
0.008200039000000001,3.9000000000000005e-08,0.0082
0.008200047,0.0082,4.7000000000000004e-08
0.008200047,4.7000000000000004e-08,0.0082
0.008200056,0.0082,5.6000000000000005e-08
0.008200056,5.6000000000000005e-08,0.0082
0.008200068000000001,0.0082,6.8e-08
0.008200068000000001,6.8e-08,0.0082
0.008200082000000001,0.0082,8.2e-08
0.008200082000000001,8.2e-08,0.0082
0.0082001,0.0082,1e-07
0.0082001,1e-07,0.0082
0.00820012,0.0082,1.2000000000000002e-07
0.00820012,1.2000000000000002e-07,0.0082
0.008200150000000002,0.0082,1.5e-07
0.008200150000000002,1.5e-07,0.0082
0.008200180000000001,0.0082,1.8e-07
0.008200180000000001,1.8e-07,0.0082
0.008200220000000001,0.0082,2.2e-07
0.008200220000000001,2.2e-07,0.0082
0.00820027,0.0082,2.7e-07
0.00820027,2.7e-07,0.0082
0.00820033,0.0082,3.3e-07
0.00820033,3.3e-07,0.0082
0.00820039,0.0082,3.9e-07
0.00820039,3.9e-07,0.0082
0.008200470000000001,0.0082,4.7e-07
0.008200470000000001,4.7e-07,0.0082
0.00820056,0.0082,5.6e-07
0.00820056,5.6e-07,0.0082
0.00820068,0.0082,6.800000000000001e-07
0.00820068,6.800000000000001e-07,0.0082
0.008200820000000001,0.0082,8.2e-07
0.008200820000000001,8.2e-07,0.0082
0.008201,0.0082,1e-06
0.008201,1e-06,0.0082
0.0082012,0.0082,1.2e-06
0.0082012,1.2e-06,0.0082
0.0082015,0.0082,1.5e-06
0.0082015,1.5e-06,0.0082
0.0082018,0.0082,1.8e-06
0.0082018,1.8e-06,0.0082
0.008202200000000002,0.0082,2.2e-06
0.008202200000000002,2.2e-06,0.0082
0.0082027,0.0082,2.7e-06
0.0082027,2.7e-06,0.0082
0.0082033,0.0082,3.2999999999999997e-06
0.0082033,3.2999999999999997e-06,0.0082
0.0082039,0.0082,3.9e-06
0.0082039,3.9e-06,0.0082
0.0082047,0.0082,4.7e-06
0.0082047,4.7e-06,0.0082
0.0082056,0.0082,5.6e-06
0.0082056,5.6e-06,0.0082
0.0082068,0.0082,6.799999999999999e-06
0.0082068,6.799999999999999e-06,0.0082
0.0082082,0.0082,8.2e-06
0.0082082,8.2e-06,0.0082
0.00821,0.0082,9.999999999999999e-06
0.00821,9.999999999999999e-06,0.0082
0.008212,0.0082,1.2e-05
0.008212,1.2e-05,0.0082
0.008215,0.0082,1.4999999999999999e-05
0.008215,1.4999999999999999e-05,0.0082
0.008218000000000001,0.0082,1.8e-05
0.008218000000000001,1.8e-05,0.0082
0.008222,0.0082,2.2e-05
0.008222,2.2e-05,0.0082
0.008227,0.0082,2.7e-05
0.008227,2.7e-05,0.0082
0.008233,0.0082,3.2999999999999996e-05
0.008233,3.2999999999999996e-05,0.0082
0.008239000000000002,0.0082,3.9e-05
0.008239000000000002,3.9e-05,0.0082
0.008247,0.0082,4.7e-05
0.008247,4.7e-05,0.0082
0.008256000000000001,0.0082,5.6e-05
0.008256000000000001,5.6e-05,0.0082
0.008268000000000001,0.0082,6.8e-05
0.008268000000000001,6.8e-05,0.0082
0.008282000000000001,0.0082,8.2e-05
0.008282000000000001,8.2e-05,0.0082
0.0083,0.0015,0.0068000000000000005
0.0083,0.0027,0.0056
0.0083,0.0056,0.0027
0.0083,0.0068000000000000005,0.0015
0.0083,0.0082,0.0001
0.0083,0.0001,0.0082
0.008320000000000001,0.0082,0.00012000000000000002
0.008320000000000001,0.00012000000000000002,0.0082
0.008350000000000002,0.0082,0.00015000000000000001
0.008350000000000002,0.00015000000000000001,0.0082
0.00838,0.0082,0.00018
0.00838,0.00018,0.0082
0.00842,0.0082,0.00022
0.00842,0.00022,0.0082
0.00847,0.0082,0.00027
0.00847,0.00027,0.0082
0.008530000000000001,0.0082,0.00033000000000000005
0.008530000000000001,0.00033000000000000005,0.0082
0.00859,0.0082,0.00039000000000000005
0.00859,0.00039000000000000005,0.0082
0.0086,0.0018000000000000002,0.0068000000000000005
0.0086,0.0039000000000000003,0.0047
0.0086,0.0047,0.0039000000000000003
0.0086,0.0068000000000000005,0.0018000000000000002
0.00867,0.0082,0.00047000000000000004
0.00867,0.00047000000000000004,0.0082
0.00876,0.0082,0.0005600000000000001
0.00876,0.0005600000000000001,0.0082
0.00888,0.0082,0.00068
0.00888,0.00068,0.0082
0.0089,0.0033,0.0056
0.0089,0.0056,0.0033
0.009000000000000001,0.0022,0.0068000000000000005
0.009000000000000001,0.0068000000000000005,0.0022
0.00902,0.0082,0.0008200000000000001
0.00902,0.0008200000000000001,0.0082
0.0092,0.001,0.0082
0.0092,0.0082,0.001
0.0094,0.0012000000000000001,0.0082
0.0094,0.0047,0.0047
0.0094,0.0082,0.0012000000000000001
0.0095,0.0039000000000000003,0.0056
0.0095,0.0056,0.0039000000000000003
0.009500000000000001,0.0027,0.0068000000000000005
0.009500000000000001,0.0068000000000000005,0.0027
0.0097,0.0015,0.0082
0.0097,0.0082,0.0015
0.01,0,0.01
0.01,0.01,0
0.01,0.0018000000000000002,0.0082
0.01,0.0082,0.0018000000000000002
0.010000000010000001,0.01,1e-11
0.010000000010000001,1e-11,0.01
0.010000000012,0.01,1.2e-11
0.010000000012,1.2e-11,0.01
0.010000000015,0.01,1.5e-11
0.010000000015,1.5e-11,0.01
0.010000000018000001,0.01,1.8e-11
0.010000000018000001,1.8e-11,0.01
0.010000000022000001,0.01,2.1999999999999998e-11
0.010000000022000001,2.1999999999999998e-11,0.01
0.010000000027,0.01,2.7e-11
0.010000000027,2.7e-11,0.01
0.010000000033,0.01,3.3e-11
0.010000000033,3.3e-11,0.01
0.010000000039,0.01,3.9e-11
0.010000000039,3.9e-11,0.01
0.010000000047,0.01,4.7e-11
0.010000000047,4.7e-11,0.01
0.010000000056,0.01,5.6e-11
0.010000000056,5.6e-11,0.01
0.010000000068,0.01,6.8e-11
0.010000000068,6.8e-11,0.01
0.010000000082,0.01,8.2e-11
0.010000000082,8.2e-11,0.01
0.0100000001,0.01,9.999999999999999e-11
0.0100000001,9.999999999999999e-11,0.01
0.01000000012,0.01,1.2e-10
0.01000000012,1.2e-10,0.01
0.01000000015,0.01,1.5e-10
0.01000000015,1.5e-10,0.01
0.01000000018,0.01,1.8e-10
0.01000000018,1.8e-10,0.01
0.010000000220000001,0.01,2.2e-10
0.010000000220000001,2.2e-10,0.01
0.01000000027,0.01,2.7e-10
0.01000000027,2.7e-10,0.01
0.01000000033,0.01,3.3e-10
0.01000000033,3.3e-10,0.01
0.01000000039,0.01,3.9e-10
0.01000000039,3.9e-10,0.01
0.010000000470000001,0.01,4.699999999999999e-10
0.010000000470000001,4.699999999999999e-10,0.01
0.01000000056,0.01,5.599999999999999e-10
0.01000000056,5.599999999999999e-10,0.01
0.010000000680000001,0.01,6.799999999999999e-10
0.010000000680000001,6.799999999999999e-10,0.01
0.01000000082,0.01,8.2e-10
0.01000000082,8.2e-10,0.01
0.010000001,0.01,1e-09
0.010000001,1e-09,0.01
0.0100000012,0.01,1.2e-09
0.0100000012,1.2e-09,0.01
0.0100000015,0.01,1.5e-09
0.0100000015,1.5e-09,0.01
0.0100000018,0.01,1.8e-09
0.0100000018,1.8e-09,0.01
0.0100000022,0.01,2.2000000000000003e-09
0.0100000022,2.2000000000000003e-09,0.01
0.0100000027,0.01,2.7e-09
0.0100000027,2.7e-09,0.01
0.010000003300000001,0.01,3.3e-09
0.010000003300000001,3.3e-09,0.01
0.0100000039,0.01,3.9e-09
0.0100000039,3.9e-09,0.01
0.0100000047,0.01,4.7e-09
0.0100000047,4.7e-09,0.01
0.0100000056,0.01,5.6000000000000005e-09
0.0100000056,5.6000000000000005e-09,0.01
0.0100000068,0.01,6.8000000000000005e-09
0.0100000068,6.8000000000000005e-09,0.01
0.0100000082,0.01,8.2e-09
0.0100000082,8.2e-09,0.01
0.01000001,0.01,1e-08
0.01000001,1e-08,0.01
0.010000012,0.01,1.2000000000000002e-08
0.010000012,1.2000000000000002e-08,0.01
0.010000015000000001,0.01,1.5000000000000002e-08
0.010000015000000001,1.5000000000000002e-08,0.01
0.010000018,0.01,1.8000000000000002e-08
0.010000018,1.8000000000000002e-08,0.01
0.010000022,0.01,2.2000000000000002e-08
0.010000022,2.2000000000000002e-08,0.01
0.010000027,0.01,2.7e-08
0.010000027,2.7e-08,0.01
0.010000033,0.01,3.3000000000000004e-08
0.010000033,3.3000000000000004e-08,0.01
0.010000039,0.01,3.9000000000000005e-08
0.010000039,3.9000000000000005e-08,0.01
0.010000047,0.01,4.7000000000000004e-08
0.010000047,4.7000000000000004e-08,0.01
0.010000056,0.01,5.6000000000000005e-08
0.010000056,5.6000000000000005e-08,0.01
0.010000068,0.01,6.8e-08
0.010000068,6.8e-08,0.01
0.010000082,0.01,8.2e-08
0.010000082,8.2e-08,0.01
0.0100001,0.01,1e-07
0.0100001,1e-07,0.01
0.01000012,0.01,1.2000000000000002e-07
0.01000012,1.2000000000000002e-07,0.01
0.010000150000000001,0.01,1.5e-07
0.010000150000000001,1.5e-07,0.01
0.010000180000000001,0.01,1.8e-07
0.010000180000000001,1.8e-07,0.01
0.01000022,0.01,2.2e-07
0.01000022,2.2e-07,0.01
0.01000027,0.01,2.7e-07
0.01000027,2.7e-07,0.01
0.01000033,0.01,3.3e-07
0.01000033,3.3e-07,0.01
0.01000039,0.01,3.9e-07
0.01000039,3.9e-07,0.01
0.010000470000000001,0.01,4.7e-07
0.010000470000000001,4.7e-07,0.01
0.01000056,0.01,5.6e-07
0.01000056,5.6e-07,0.01
0.01000068,0.01,6.800000000000001e-07
0.01000068,6.800000000000001e-07,0.01
0.01000082,0.01,8.2e-07
0.01000082,8.2e-07,0.01
0.010001,0.01,1e-06
0.010001,1e-06,0.01
0.0100012,0.01,1.2e-06
0.0100012,1.2e-06,0.01
0.0100015,0.01,1.5e-06
0.0100015,1.5e-06,0.01
0.0100018,0.01,1.8e-06
0.0100018,1.8e-06,0.01
0.010002200000000001,0.01,2.2e-06
0.010002200000000001,2.2e-06,0.01
0.0100027,0.01,2.7e-06
0.0100027,2.7e-06,0.01
0.0100033,0.01,3.2999999999999997e-06
0.0100033,3.2999999999999997e-06,0.01
0.0100039,0.01,3.9e-06
0.0100039,3.9e-06,0.01
0.0100047,0.01,4.7e-06
0.0100047,4.7e-06,0.01
0.0100056,0.01,5.6e-06
0.0100056,5.6e-06,0.01
0.0100068,0.01,6.799999999999999e-06
0.0100068,6.799999999999999e-06,0.01
0.0100082,0.01,8.2e-06
0.0100082,8.2e-06,0.01
0.01001,0.01,9.999999999999999e-06
0.01001,9.999999999999999e-06,0.01
0.010012,0.01,1.2e-05
0.010012,1.2e-05,0.01
0.010015,0.01,1.4999999999999999e-05
0.010015,1.4999999999999999e-05,0.01
0.010018,0.01,1.8e-05
0.010018,1.8e-05,0.01
0.010022,0.01,2.2e-05
0.010022,2.2e-05,0.01
0.010027,0.01,2.7e-05
0.010027,2.7e-05,0.01
0.010033,0.01,3.2999999999999996e-05
0.010033,3.2999999999999996e-05,0.01
0.010039000000000001,0.01,3.9e-05
0.010039000000000001,3.9e-05,0.01
0.010047,0.01,4.7e-05
0.010047,4.7e-05,0.01
0.010056,0.01,5.6e-05
0.010056,5.6e-05,0.01
0.010068,0.01,6.8e-05
0.010068,6.8e-05,0.01
0.010082,0.01,8.2e-05
0.010082,8.2e-05,0.01
0.0101,0.01,0.0001
0.0101,0.0001,0.01
0.010100000000000001,0.0033,0.0068000000000000005
0.010100000000000001,0.0068000000000000005,0.0033
0.01012,0.01,0.00012000000000000002
0.01012,0.00012000000000000002,0.01
0.010150000000000001,0.01,0.00015000000000000001
0.010150000000000001,0.00015000000000000001,0.01
0.01018,0.01,0.00018
0.01018,0.00018,0.01
0.01022,0.01,0.00022
0.01022,0.00022,0.01
0.01027,0.01,0.00027
0.01027,0.00027,0.01
0.0103,0.0047,0.0056
0.0103,0.0056,0.0047
0.01033,0.01,0.00033000000000000005
0.01033,0.00033000000000000005,0.01
0.01039,0.01,0.00039000000000000005
0.01039,0.00039000000000000005,0.01
0.010400000000000001,0.0022,0.0082
0.010400000000000001,0.0082,0.0022
0.01047,0.01,0.00047000000000000004
0.01047,0.00047000000000000004,0.01
0.01056,0.01,0.0005600000000000001
0.01056,0.0005600000000000001,0.01
0.01068,0.01,0.00068
0.01068,0.00068,0.01
0.010700000000000001,0.0039000000000000003,0.0068000000000000005
0.010700000000000001,0.0068000000000000005,0.0039000000000000003
0.01082,0.01,0.0008200000000000001
0.01082,0.0008200000000000001,0.01
0.0109,0.0027,0.0082
0.0109,0.0082,0.0027
0.011,0.01,0.001
0.011,0.001,0.01
0.0112,0.01,0.0012000000000000001
0.0112,0.0012000000000000001,0.01
0.0112,0.0056,0.0056
0.0115,0.01,0.0015
0.0115,0.0015,0.01
0.0115,0.0033,0.0082
0.0115,0.0047,0.0068000000000000005
0.0115,0.0068000000000000005,0.0047
0.0115,0.0082,0.0033
0.0118,0.01,0.0018000000000000002
0.0118,0.0018000000000000002,0.01
0.012,0,0.012
0.012,0.012,0
0.012000000010000001,0.012,1e-11
0.012000000010000001,1e-11,0.012
0.012000000012,0.012,1.2e-11
0.012000000012,1.2e-11,0.012
0.012000000015,0.012,1.5e-11
0.012000000015,1.5e-11,0.012
0.012000000018000001,0.012,1.8e-11
0.012000000018000001,1.8e-11,0.012
0.012000000022000001,0.012,2.1999999999999998e-11
0.012000000022000001,2.1999999999999998e-11,0.012
0.012000000027,0.012,2.7e-11
0.012000000027,2.7e-11,0.012
0.012000000033,0.012,3.3e-11
0.012000000033,3.3e-11,0.012
0.012000000039,0.012,3.9e-11
0.012000000039,3.9e-11,0.012
0.012000000047,0.012,4.7e-11
0.012000000047,4.7e-11,0.012
0.012000000056,0.012,5.6e-11
0.012000000056,5.6e-11,0.012
0.012000000068,0.012,6.8e-11
0.012000000068,6.8e-11,0.012
0.012000000082,0.012,8.2e-11
0.012000000082,8.2e-11,0.012
0.0120000001,0.012,9.999999999999999e-11
0.0120000001,9.999999999999999e-11,0.012
0.01200000012,0.012,1.2e-10
0.01200000012,1.2e-10,0.012
0.01200000015,0.012,1.5e-10
0.01200000015,1.5e-10,0.012
0.01200000018,0.012,1.8e-10
0.01200000018,1.8e-10,0.012
0.012000000220000001,0.012,2.2e-10
0.012000000220000001,2.2e-10,0.012
0.01200000027,0.012,2.7e-10
0.01200000027,2.7e-10,0.012
0.01200000033,0.012,3.3e-10
0.01200000033,3.3e-10,0.012
0.01200000039,0.012,3.9e-10
0.01200000039,3.9e-10,0.012
0.012000000470000001,0.012,4.699999999999999e-10
0.012000000470000001,4.699999999999999e-10,0.012
0.01200000056,0.012,5.599999999999999e-10
0.01200000056,5.599999999999999e-10,0.012
0.012000000680000001,0.012,6.799999999999999e-10
0.012000000680000001,6.799999999999999e-10,0.012
0.01200000082,0.012,8.2e-10
0.01200000082,8.2e-10,0.012
0.012000001,0.012,1e-09
0.012000001,1e-09,0.012
0.0120000012,0.012,1.2e-09
0.0120000012,1.2e-09,0.012
0.0120000015,0.012,1.5e-09
0.0120000015,1.5e-09,0.012
0.0120000018,0.012,1.8e-09
0.0120000018,1.8e-09,0.012
0.0120000022,0.012,2.2000000000000003e-09
0.0120000022,2.2000000000000003e-09,0.012
0.0120000027,0.012,2.7e-09
0.0120000027,2.7e-09,0.012
0.012000003300000001,0.012,3.3e-09
0.012000003300000001,3.3e-09,0.012
0.0120000039,0.012,3.9e-09
0.0120000039,3.9e-09,0.012
0.0120000047,0.012,4.7e-09
0.0120000047,4.7e-09,0.012
0.0120000056,0.012,5.6000000000000005e-09
0.0120000056,5.6000000000000005e-09,0.012
0.0120000068,0.012,6.8000000000000005e-09
0.0120000068,6.8000000000000005e-09,0.012
0.0120000082,0.012,8.2e-09
0.0120000082,8.2e-09,0.012
0.01200001,0.012,1e-08
0.01200001,1e-08,0.012
0.012000012000000001,0.012,1.2000000000000002e-08
0.012000012000000001,1.2000000000000002e-08,0.012
0.012000015000000001,0.012,1.5000000000000002e-08
0.012000015000000001,1.5000000000000002e-08,0.012
0.012000018,0.012,1.8000000000000002e-08
0.012000018,1.8000000000000002e-08,0.012
0.012000022,0.012,2.2000000000000002e-08
0.012000022,2.2000000000000002e-08,0.012
0.012000027,0.012,2.7e-08
0.012000027,2.7e-08,0.012
0.012000033,0.012,3.3000000000000004e-08
0.012000033,3.3000000000000004e-08,0.012
0.012000039,0.012,3.9000000000000005e-08
0.012000039,3.9000000000000005e-08,0.012
0.012000047,0.012,4.7000000000000004e-08
0.012000047,4.7000000000000004e-08,0.012
0.012000056,0.012,5.6000000000000005e-08
0.012000056,5.6000000000000005e-08,0.012
0.012000068000000001,0.012,6.8e-08
0.012000068000000001,6.8e-08,0.012
0.012000082,0.012,8.2e-08
0.012000082,8.2e-08,0.012
0.0120001,0.012,1e-07
0.0120001,1e-07,0.012
0.01200012,0.012,1.2000000000000002e-07
0.01200012,1.2000000000000002e-07,0.012
0.012000150000000001,0.012,1.5e-07
0.012000150000000001,1.5e-07,0.012
0.012000180000000001,0.012,1.8e-07
0.012000180000000001,1.8e-07,0.012
0.01200022,0.012,2.2e-07
0.01200022,2.2e-07,0.012
0.01200027,0.012,2.7e-07
0.01200027,2.7e-07,0.012
0.01200033,0.012,3.3e-07
0.01200033,3.3e-07,0.012
0.01200039,0.012,3.9e-07
0.01200039,3.9e-07,0.012
0.012000470000000001,0.012,4.7e-07
0.012000470000000001,4.7e-07,0.012
0.01200056,0.012,5.6e-07
0.01200056,5.6e-07,0.012
0.01200068,0.012,6.800000000000001e-07
0.01200068,6.800000000000001e-07,0.012
0.01200082,0.012,8.2e-07
0.01200082,8.2e-07,0.012
0.012001,0.012,1e-06
0.012001,1e-06,0.012
0.0120012,0.012,1.2e-06
0.0120012,1.2e-06,0.012
0.0120015,0.012,1.5e-06
0.0120015,1.5e-06,0.012
0.0120018,0.012,1.8e-06
0.0120018,1.8e-06,0.012
0.012002200000000001,0.012,2.2e-06
0.012002200000000001,2.2e-06,0.012
0.0120027,0.012,2.7e-06
0.0120027,2.7e-06,0.012
0.0120033,0.012,3.2999999999999997e-06
0.0120033,3.2999999999999997e-06,0.012
0.0120039,0.012,3.9e-06
0.0120039,3.9e-06,0.012
0.0120047,0.012,4.7e-06
0.0120047,4.7e-06,0.012
0.0120056,0.012,5.6e-06
0.0120056,5.6e-06,0.012
0.0120068,0.012,6.799999999999999e-06
0.0120068,6.799999999999999e-06,0.012
0.0120082,0.012,8.2e-06
0.0120082,8.2e-06,0.012
0.01201,0.012,9.999999999999999e-06
0.01201,9.999999999999999e-06,0.012
0.012012,0.012,1.2e-05
0.012012,1.2e-05,0.012
0.012015,0.012,1.4999999999999999e-05
0.012015,1.4999999999999999e-05,0.012
0.012018000000000001,0.012,1.8e-05
0.012018000000000001,1.8e-05,0.012
0.012022,0.012,2.2e-05
0.012022,2.2e-05,0.012
0.012027,0.012,2.7e-05
0.012027,2.7e-05,0.012
0.012033,0.012,3.2999999999999996e-05
0.012033,3.2999999999999996e-05,0.012
0.012039000000000001,0.012,3.9e-05
0.012039000000000001,3.9e-05,0.012
0.012047,0.012,4.7e-05
0.012047,4.7e-05,0.012
0.012056,0.012,5.6e-05
0.012056,5.6e-05,0.012
0.012068,0.012,6.8e-05
0.012068,6.8e-05,0.012
0.012082,0.012,8.2e-05
0.012082,8.2e-05,0.012
0.0121,0.012,0.0001
0.0121,0.0001,0.012
0.012100000000000001,0.0039000000000000003,0.0082
0.012100000000000001,0.0082,0.0039000000000000003
0.01212,0.012,0.00012000000000000002
0.01212,0.00012000000000000002,0.012
0.012150000000000001,0.012,0.00015000000000000001
0.012150000000000001,0.00015000000000000001,0.012
0.01218,0.012,0.00018
0.01218,0.00018,0.012
0.0122,0.01,0.0022
0.0122,0.0022,0.01
0.01222,0.012,0.00022
0.01222,0.00022,0.012
0.01227,0.012,0.00027
0.01227,0.00027,0.012
0.01233,0.012,0.00033000000000000005
0.01233,0.00033000000000000005,0.012
0.01239,0.012,0.00039000000000000005
0.01239,0.00039000000000000005,0.012
0.012400000000000001,0.0056,0.0068000000000000005
0.012400000000000001,0.0068000000000000005,0.0056
0.01247,0.012,0.00047000000000000004
0.01247,0.00047000000000000004,0.012
0.01256,0.012,0.0005600000000000001
0.01256,0.0005600000000000001,0.012
0.01268,0.012,0.00068
0.01268,0.00068,0.012
0.0127,0.01,0.0027
0.0127,0.0027,0.01
0.01282,0.012,0.0008200000000000001
0.01282,0.0008200000000000001,0.012
0.012900000000000002,0.0047,0.0082
0.012900000000000002,0.0082,0.0047
0.013000000000000001,0.012,0.001
0.013000000000000001,0.001,0.012
0.0132,0.012,0.0012000000000000001
0.0132,0.0012000000000000001,0.012
0.0133,0.01,0.0033
0.0133,0.0033,0.01
0.0135,0.012,0.0015
0.0135,0.0015,0.012
0.013600000000000001,0.0068000000000000005,0.0068000000000000005
0.0138,0.012,0.0018000000000000002
0.0138,0.0018000000000000002,0.012
0.0138,0.0056,0.0082
0.0138,0.0082,0.0056
0.013900000000000001,0.01,0.0039000000000000003
0.013900000000000001,0.0039000000000000003,0.01
0.0142,0.012,0.0022
0.0142,0.0022,0.012
0.014700000000000001,0.01,0.0047
0.014700000000000001,0.012,0.0027
0.014700000000000001,0.0027,0.012
0.014700000000000001,0.0047,0.01
0.015,0,0.015
0.015,0.015,0
0.015000000000000001,0.0068000000000000005,0.0082
0.015000000000000001,0.0082,0.0068000000000000005
0.01500000001,0.015,1e-11
0.01500000001,1e-11,0.015
0.015000000012,0.015,1.2e-11
0.015000000012,1.2e-11,0.015
0.015000000014999999,0.015,1.5e-11
0.015000000014999999,1.5e-11,0.015
0.015000000018,0.015,1.8e-11
0.015000000018,1.8e-11,0.015
0.015000000022,0.015,2.1999999999999998e-11
0.015000000022,2.1999999999999998e-11,0.015
0.015000000026999999,0.015,2.7e-11
0.015000000026999999,2.7e-11,0.015
0.015000000033,0.015,3.3e-11
0.015000000033,3.3e-11,0.015
0.015000000038999999,0.015,3.9e-11
0.015000000038999999,3.9e-11,0.015
0.015000000046999999,0.015,4.7e-11
0.015000000046999999,4.7e-11,0.015
0.015000000056,0.015,5.6e-11
0.015000000056,5.6e-11,0.015
0.015000000068,0.015,6.8e-11
0.015000000068,6.8e-11,0.015
0.015000000082,0.015,8.2e-11
0.015000000082,8.2e-11,0.015
0.015000000099999999,0.015,9.999999999999999e-11
0.015000000099999999,9.999999999999999e-11,0.015
0.015000000119999999,0.015,1.2e-10
0.015000000119999999,1.2e-10,0.015
0.01500000015,0.015,1.5e-10
0.01500000015,1.5e-10,0.015
0.015000000179999999,0.015,1.8e-10
0.015000000179999999,1.8e-10,0.015
0.01500000022,0.015,2.2e-10
0.01500000022,2.2e-10,0.015
0.01500000027,0.015,2.7e-10
0.01500000027,2.7e-10,0.015
0.015000000329999999,0.015,3.3e-10
0.015000000329999999,3.3e-10,0.015
0.015000000389999999,0.015,3.9e-10
0.015000000389999999,3.9e-10,0.015
0.01500000047,0.015,4.699999999999999e-10
0.01500000047,4.699999999999999e-10,0.015
0.015000000559999999,0.015,5.599999999999999e-10
0.015000000559999999,5.599999999999999e-10,0.015
0.01500000068,0.015,6.799999999999999e-10
0.01500000068,6.799999999999999e-10,0.015
0.01500000082,0.015,8.2e-10
0.01500000082,8.2e-10,0.015
0.015000000999999999,0.015,1e-09
0.015000000999999999,1e-09,0.015
0.0150000012,0.015,1.2e-09
0.0150000012,1.2e-09,0.015
0.015000001499999999,0.015,1.5e-09
0.015000001499999999,1.5e-09,0.015
0.0150000018,0.015,1.8e-09
0.0150000018,1.8e-09,0.015
0.0150000022,0.015,2.2000000000000003e-09
0.0150000022,2.2000000000000003e-09,0.015
0.015000002699999999,0.015,2.7e-09
0.015000002699999999,2.7e-09,0.015
0.0150000033,0.015,3.3e-09
0.0150000033,3.3e-09,0.015
0.0150000039,0.015,3.9e-09
0.0150000039,3.9e-09,0.015
0.0150000047,0.015,4.7e-09
0.0150000047,4.7e-09,0.015
0.0150000056,0.015,5.6000000000000005e-09
0.0150000056,5.6000000000000005e-09,0.015
0.0150000068,0.015,6.8000000000000005e-09
0.0150000068,6.8000000000000005e-09,0.015
0.0150000082,0.015,8.2e-09
0.0150000082,8.2e-09,0.015
0.01500001,0.015,1e-08
0.01500001,1e-08,0.015
0.015000012,0.015,1.2000000000000002e-08
0.015000012,1.2000000000000002e-08,0.015
0.015000015,0.015,1.5000000000000002e-08
0.015000015,1.5000000000000002e-08,0.015
0.015000017999999999,0.015,1.8000000000000002e-08
0.015000017999999999,1.8000000000000002e-08,0.015
