C,C1,C2
4.7022e-08,2.1999999999999998e-11,4.7000000000000004e-08
4.7027e-08,4.7000000000000004e-08,2.7e-11
4.7027e-08,2.7e-11,4.7000000000000004e-08
4.7033e-08,4.7000000000000004e-08,3.3e-11
4.7033e-08,3.3e-11,4.7000000000000004e-08
4.7039e-08,4.7000000000000004e-08,3.9e-11
4.7039e-08,3.9e-11,4.7000000000000004e-08
4.7047000000000004e-08,4.7000000000000004e-08,4.7e-11
4.7047000000000004e-08,4.7e-11,4.7000000000000004e-08
4.7056e-08,4.7000000000000004e-08,5.6e-11
4.7056e-08,5.6e-11,4.7000000000000004e-08
4.7068e-08,4.7000000000000004e-08,6.8e-11
4.7068e-08,6.8e-11,4.7000000000000004e-08
4.7082000000000004e-08,4.7000000000000004e-08,8.2e-11
4.7082000000000004e-08,8.2e-11,4.7000000000000004e-08
4.7100000000000005e-08,4.7000000000000004e-08,9.999999999999999e-11
4.7100000000000005e-08,9.999999999999999e-11,4.7000000000000004e-08
4.712e-08,4.7000000000000004e-08,1.2e-10
4.712e-08,1.2e-10,4.7000000000000004e-08
4.715e-08,4.7000000000000004e-08,1.5e-10
4.715e-08,1.5e-10,4.7000000000000004e-08
4.718e-08,4.7000000000000004e-08,1.8e-10
4.718e-08,1.8e-10,4.7000000000000004e-08
4.7200000000000006e-08,3.9000000000000005e-08,8.2e-09
4.7200000000000006e-08,8.2e-09,3.9000000000000005e-08
4.722e-08,4.7000000000000004e-08,2.2e-10
4.722e-08,2.2e-10,4.7000000000000004e-08
4.7270000000000006e-08,4.7000000000000004e-08,2.7e-10
4.7270000000000006e-08,2.7e-10,4.7000000000000004e-08
4.733e-08,4.7000000000000004e-08,3.3e-10
4.733e-08,3.3e-10,4.7000000000000004e-08
4.739e-08,4.7000000000000004e-08,3.9e-10
4.739e-08,3.9e-10,4.7000000000000004e-08
4.747e-08,4.7000000000000004e-08,4.699999999999999e-10
4.747e-08,4.699999999999999e-10,4.7000000000000004e-08
4.7560000000000004e-08,4.7000000000000004e-08,5.599999999999999e-10
4.7560000000000004e-08,5.599999999999999e-10,4.7000000000000004e-08
4.768e-08,4.7000000000000004e-08,6.799999999999999e-10
4.768e-08,6.799999999999999e-10,4.7000000000000004e-08
4.782e-08,4.7000000000000004e-08,8.2e-10
4.782e-08,8.2e-10,4.7000000000000004e-08
4.8000000000000006e-08,1.5000000000000002e-08,3.3000000000000004e-08
4.8000000000000006e-08,3.3000000000000004e-08,1.5000000000000002e-08
4.8000000000000006e-08,4.7000000000000004e-08,1e-09
4.8000000000000006e-08,1e-09,4.7000000000000004e-08
4.82e-08,4.7000000000000004e-08,1.2e-09
4.82e-08,1.2e-09,4.7000000000000004e-08
4.8500000000000004e-08,4.7000000000000004e-08,1.5e-09
4.8500000000000004e-08,1.5e-09,4.7000000000000004e-08
4.880000000000001e-08,4.7000000000000004e-08,1.8e-09
4.880000000000001e-08,1.8e-09,4.7000000000000004e-08
4.9e-08,1e-08,3.9000000000000005e-08
4.9e-08,2.2000000000000002e-08,2.7e-08
4.9e-08,2.7e-08,2.2000000000000002e-08
4.9e-08,3.9000000000000005e-08,1e-08
4.9200000000000004e-08,4.7000000000000004e-08,2.2000000000000003e-09
4.9200000000000004e-08,2.2000000000000003e-09,4.7000000000000004e-08
4.97e-08,4.7000000000000004e-08,2.7e-09
4.97e-08,2.7e-09,4.7000000000000004e-08
5.030000000000001e-08,4.7000000000000004e-08,3.3e-09
5.030000000000001e-08,3.3e-09,4.7000000000000004e-08
5.0900000000000006e-08,4.7000000000000004e-08,3.9e-09
5.0900000000000006e-08,3.9e-09,4.7000000000000004e-08
5.100000000000001e-08,1.2000000000000002e-08,3.9000000000000005e-08
5.100000000000001e-08,1.8000000000000002e-08,3.3000000000000004e-08
5.100000000000001e-08,3.3000000000000004e-08,1.8000000000000002e-08
5.100000000000001e-08,3.9000000000000005e-08,1.2000000000000002e-08
5.1700000000000006e-08,4.7000000000000004e-08,4.7e-09
5.1700000000000006e-08,4.7e-09,4.7000000000000004e-08
5.260000000000001e-08,4.7000000000000004e-08,5.6000000000000005e-09
5.260000000000001e-08,5.6000000000000005e-09,4.7000000000000004e-08
5.3800000000000005e-08,4.7000000000000004e-08,6.8000000000000005e-09
5.3800000000000005e-08,6.8000000000000005e-09,4.7000000000000004e-08
5.4e-08,2.7e-08,2.7e-08
5.400000000000001e-08,1.5000000000000002e-08,3.9000000000000005e-08
5.400000000000001e-08,3.9000000000000005e-08,1.5000000000000002e-08
5.5e-08,2.2000000000000002e-08,3.3000000000000004e-08
5.5e-08,3.3000000000000004e-08,2.2000000000000002e-08
5.5200000000000005e-08,4.7000000000000004e-08,8.2e-09
5.5200000000000005e-08,8.2e-09,4.7000000000000004e-08
5.6000000000000005e-08,0,5.6000000000000005e-08
5.6000000000000005e-08,5.6000000000000005e-08,0
5.601e-08,5.6000000000000005e-08,1e-11
5.601e-08,1e-11,5.6000000000000005e-08
5.6012000000000006e-08,5.6000000000000005e-08,1.2e-11
5.6012000000000006e-08,1.2e-11,5.6000000000000005e-08
5.6015e-08,5.6000000000000005e-08,1.5e-11
5.6015e-08,1.5e-11,5.6000000000000005e-08
5.6018000000000006e-08,5.6000000000000005e-08,1.8e-11
5.6018000000000006e-08,1.8e-11,5.6000000000000005e-08
5.6022000000000004e-08,5.6000000000000005e-08,2.1999999999999998e-11
5.6022000000000004e-08,2.1999999999999998e-11,5.6000000000000005e-08
5.6027e-08,5.6000000000000005e-08,2.7e-11
5.6027e-08,2.7e-11,5.6000000000000005e-08
5.6033e-08,5.6000000000000005e-08,3.3e-11
5.6033e-08,3.3e-11,5.6000000000000005e-08
5.6039e-08,5.6000000000000005e-08,3.9e-11
5.6039e-08,3.9e-11,5.6000000000000005e-08
5.6047000000000005e-08,5.6000000000000005e-08,4.7e-11
5.6047000000000005e-08,4.7e-11,5.6000000000000005e-08
5.6056e-08,5.6000000000000005e-08,5.6e-11
5.6056e-08,5.6e-11,5.6000000000000005e-08
5.6068e-08,5.6000000000000005e-08,6.8e-11
5.6068e-08,6.8e-11,5.6000000000000005e-08
5.6082000000000005e-08,5.6000000000000005e-08,8.2e-11
5.6082000000000005e-08,8.2e-11,5.6000000000000005e-08
5.6100000000000006e-08,5.6000000000000005e-08,9.999999999999999e-11
5.6100000000000006e-08,9.999999999999999e-11,5.6000000000000005e-08
5.612e-08,5.6000000000000005e-08,1.2e-10
5.612e-08,1.2e-10,5.6000000000000005e-08
5.615e-08,5.6000000000000005e-08,1.5e-10
5.615e-08,1.5e-10,5.6000000000000005e-08
5.6180000000000004e-08,5.6000000000000005e-08,1.8e-10
5.6180000000000004e-08,1.8e-10,5.6000000000000005e-08
5.622e-08,5.6000000000000005e-08,2.2e-10
5.622e-08,2.2e-10,5.6000000000000005e-08
5.627000000000001e-08,5.6000000000000005e-08,2.7e-10
5.627000000000001e-08,2.7e-10,5.6000000000000005e-08
5.633e-08,5.6000000000000005e-08,3.3e-10
5.633e-08,3.3e-10,5.6000000000000005e-08
5.6390000000000004e-08,5.6000000000000005e-08,3.9e-10
5.6390000000000004e-08,3.9e-10,5.6000000000000005e-08
5.647e-08,5.6000000000000005e-08,4.699999999999999e-10
5.647e-08,4.699999999999999e-10,5.6000000000000005e-08
5.6560000000000005e-08,5.6000000000000005e-08,5.599999999999999e-10
5.6560000000000005e-08,5.599999999999999e-10,5.6000000000000005e-08
5.668e-08,5.6000000000000005e-08,6.799999999999999e-10
5.668e-08,6.799999999999999e-10,5.6000000000000005e-08
5.682e-08,5.6000000000000005e-08,8.2e-10
5.682e-08,8.2e-10,5.6000000000000005e-08
5.700000000000001e-08,1e-08,4.7000000000000004e-08
5.700000000000001e-08,1.8000000000000002e-08,3.9000000000000005e-08
5.700000000000001e-08,3.9000000000000005e-08,1.8000000000000002e-08
5.700000000000001e-08,4.7000000000000004e-08,1e-08
5.700000000000001e-08,5.6000000000000005e-08,1e-09
5.700000000000001e-08,1e-09,5.6000000000000005e-08
5.72e-08,5.6000000000000005e-08,1.2e-09
5.72e-08,1.2e-09,5.6000000000000005e-08
5.7500000000000005e-08,5.6000000000000005e-08,1.5e-09
5.7500000000000005e-08,1.5e-09,5.6000000000000005e-08
5.780000000000001e-08,5.6000000000000005e-08,1.8e-09
5.780000000000001e-08,1.8e-09,5.6000000000000005e-08
5.8200000000000005e-08,5.6000000000000005e-08,2.2000000000000003e-09
5.8200000000000005e-08,2.2000000000000003e-09,5.6000000000000005e-08
5.87e-08,5.6000000000000005e-08,2.7e-09
5.87e-08,2.7e-09,5.6000000000000005e-08
5.9000000000000006e-08,1.2000000000000002e-08,4.7000000000000004e-08
5.9000000000000006e-08,4.7000000000000004e-08,1.2000000000000002e-08
5.930000000000001e-08,5.6000000000000005e-08,3.3e-09
5.930000000000001e-08,3.3e-09,5.6000000000000005e-08
5.99e-08,5.6000000000000005e-08,3.9e-09
5.99e-08,3.9e-09,5.6000000000000005e-08
6.000000000000001e-08,2.7e-08,3.3000000000000004e-08
6.000000000000001e-08,3.3000000000000004e-08,2.7e-08
6.070000000000001e-08,5.6000000000000005e-08,4.7e-09
6.070000000000001e-08,4.7e-09,5.6000000000000005e-08
6.1e-08,2.2000000000000002e-08,3.9000000000000005e-08
6.1e-08,3.9000000000000005e-08,2.2000000000000002e-08
6.160000000000001e-08,5.6000000000000005e-08,5.6000000000000005e-09
6.160000000000001e-08,5.6000000000000005e-09,5.6000000000000005e-08
6.2e-08,1.5000000000000002e-08,4.7000000000000004e-08
6.2e-08,4.7000000000000004e-08,1.5000000000000002e-08
6.28e-08,5.6000000000000005e-08,6.8000000000000005e-09
6.28e-08,6.8000000000000005e-09,5.6000000000000005e-08
6.42e-08,5.6000000000000005e-08,8.2e-09
6.42e-08,8.2e-09,5.6000000000000005e-08
6.500000000000001e-08,1.8000000000000002e-08,4.7000000000000004e-08
6.500000000000001e-08,4.7000000000000004e-08,1.8000000000000002e-08
6.600000000000001e-08,1e-08,5.6000000000000005e-08
6.600000000000001e-08,2.7e-08,3.9000000000000005e-08
6.600000000000001e-08,3.3000000000000004e-08,3.3000000000000004e-08
6.600000000000001e-08,3.9000000000000005e-08,2.7e-08
6.600000000000001e-08,5.6000000000000005e-08,1e-08
6.8e-08,0,6.8e-08
6.8e-08,1.2000000000000002e-08,5.6000000000000005e-08
6.8e-08,5.6000000000000005e-08,1.2000000000000002e-08
6.8e-08,6.8e-08,0
6.801e-08,6.8e-08,1e-11
6.801e-08,1e-11,6.8e-08
6.8012e-08,6.8e-08,1.2e-11
6.8012e-08,1.2e-11,6.8e-08
6.8015e-08,6.8e-08,1.5e-11
6.8015e-08,1.5e-11,6.8e-08
6.8018e-08,6.8e-08,1.8e-11
6.8018e-08,1.8e-11,6.8e-08
6.8022e-08,6.8e-08,2.1999999999999998e-11
6.8022e-08,2.1999999999999998e-11,6.8e-08
6.8027e-08,6.8e-08,2.7e-11
6.8027e-08,2.7e-11,6.8e-08
6.8033e-08,6.8e-08,3.3e-11
6.8033e-08,3.3e-11,6.8e-08
6.8039e-08,6.8e-08,3.9e-11
6.8039e-08,3.9e-11,6.8e-08
6.8047e-08,6.8e-08,4.7e-11
6.8047e-08,4.7e-11,6.8e-08
6.8056e-08,6.8e-08,5.6e-11
6.8056e-08,5.6e-11,6.8e-08
6.8068e-08,6.8e-08,6.8e-11
6.8068e-08,6.8e-11,6.8e-08
6.8082e-08,6.8e-08,8.2e-11
6.8082e-08,8.2e-11,6.8e-08
6.81e-08,6.8e-08,9.999999999999999e-11
6.81e-08,9.999999999999999e-11,6.8e-08
6.812e-08,6.8e-08,1.2e-10
6.812e-08,1.2e-10,6.8e-08
6.815e-08,6.8e-08,1.5e-10
6.815e-08,1.5e-10,6.8e-08
6.818e-08,6.8e-08,1.8e-10
6.818e-08,1.8e-10,6.8e-08
6.822e-08,6.8e-08,2.2e-10
6.822e-08,2.2e-10,6.8e-08
6.827e-08,6.8e-08,2.7e-10
6.827e-08,2.7e-10,6.8e-08
6.833e-08,6.8e-08,3.3e-10
6.833e-08,3.3e-10,6.8e-08
6.839e-08,6.8e-08,3.9e-10
6.839e-08,3.9e-10,6.8e-08
6.847e-08,6.8e-08,4.699999999999999e-10
6.847e-08,4.699999999999999e-10,6.8e-08
6.856e-08,6.8e-08,5.599999999999999e-10
6.856e-08,5.599999999999999e-10,6.8e-08
6.868e-08,6.8e-08,6.799999999999999e-10
6.868e-08,6.799999999999999e-10,6.8e-08
6.882e-08,6.8e-08,8.2e-10
6.882e-08,8.2e-10,6.8e-08
6.9e-08,6.8e-08,1e-09
6.9e-08,1e-09,6.8e-08
6.900000000000001e-08,2.2000000000000002e-08,4.7000000000000004e-08
6.900000000000001e-08,4.7000000000000004e-08,2.2000000000000002e-08
6.92e-08,6.8e-08,1.2e-09
6.92e-08,1.2e-09,6.8e-08
6.95e-08,6.8e-08,1.5e-09
6.95e-08,1.5e-09,6.8e-08
6.98e-08,6.8e-08,1.8e-09
6.98e-08,1.8e-09,6.8e-08
7.02e-08,6.8e-08,2.2000000000000003e-09
7.02e-08,2.2000000000000003e-09,6.8e-08
7.07e-08,6.8e-08,2.7e-09
7.07e-08,2.7e-09,6.8e-08
7.100000000000001e-08,1.5000000000000002e-08,5.6000000000000005e-08
7.100000000000001e-08,5.6000000000000005e-08,1.5000000000000002e-08
7.13e-08,6.8e-08,3.3e-09
7.13e-08,3.3e-09,6.8e-08
7.19e-08,6.8e-08,3.9e-09
7.19e-08,3.9e-09,6.8e-08
7.200000000000001e-08,3.3000000000000004e-08,3.9000000000000005e-08
7.200000000000001e-08,3.9000000000000005e-08,3.3000000000000004e-08
7.27e-08,6.8e-08,4.7e-09
7.27e-08,4.7e-09,6.8e-08
7.36e-08,6.8e-08,5.6000000000000005e-09
7.36e-08,5.6000000000000005e-09,6.8e-08
7.4e-08,1.8000000000000002e-08,5.6000000000000005e-08
7.4e-08,2.7e-08,4.7000000000000004e-08
7.4e-08,4.7000000000000004e-08,2.7e-08
7.4e-08,5.6000000000000005e-08,1.8000000000000002e-08
7.48e-08,6.8e-08,6.8000000000000005e-09
7.48e-08,6.8000000000000005e-09,6.8e-08
7.620000000000001e-08,6.8e-08,8.2e-09
7.620000000000001e-08,8.2e-09,6.8e-08
7.8e-08,1e-08,6.8e-08
7.8e-08,6.8e-08,1e-08
7.800000000000001e-08,2.2000000000000002e-08,5.6000000000000005e-08
7.800000000000001e-08,3.9000000000000005e-08,3.9000000000000005e-08
7.800000000000001e-08,5.6000000000000005e-08,2.2000000000000002e-08
8e-08,1.2000000000000002e-08,6.8e-08
8e-08,3.3000000000000004e-08,4.7000000000000004e-08
8e-08,4.7000000000000004e-08,3.3000000000000004e-08
8e-08,6.8e-08,1.2000000000000002e-08
8.2e-08,0,8.2e-08
8.2e-08,8.2e-08,0
8.201e-08,8.2e-08,1e-11
8.201e-08,1e-11,8.2e-08
8.201200000000001e-08,8.2e-08,1.2e-11
8.201200000000001e-08,1.2e-11,8.2e-08
8.201500000000001e-08,8.2e-08,1.5e-11
8.201500000000001e-08,1.5e-11,8.2e-08
8.2018e-08,8.2e-08,1.8e-11
8.2018e-08,1.8e-11,8.2e-08
8.2022e-08,8.2e-08,2.1999999999999998e-11
8.2022e-08,2.1999999999999998e-11,8.2e-08
8.202700000000001e-08,8.2e-08,2.7e-11
8.202700000000001e-08,2.7e-11,8.2e-08
8.2033e-08,8.2e-08,3.3e-11
8.2033e-08,3.3e-11,8.2e-08
8.203900000000001e-08,8.2e-08,3.9e-11
8.203900000000001e-08,3.9e-11,8.2e-08
8.204700000000001e-08,8.2e-08,4.7e-11
8.204700000000001e-08,4.7e-11,8.2e-08
8.2056e-08,8.2e-08,5.6e-11
8.2056e-08,5.6e-11,8.2e-08
8.2068e-08,8.2e-08,6.8e-11
8.2068e-08,6.8e-11,8.2e-08
8.208200000000001e-08,8.2e-08,8.2e-11
8.208200000000001e-08,8.2e-11,8.2e-08
8.21e-08,8.2e-08,9.999999999999999e-11
8.21e-08,9.999999999999999e-11,8.2e-08
8.212000000000001e-08,8.2e-08,1.2e-10
8.212000000000001e-08,1.2e-10,8.2e-08
8.215e-08,8.2e-08,1.5e-10
8.215e-08,1.5e-10,8.2e-08
8.218000000000001e-08,8.2e-08,1.8e-10
8.218000000000001e-08,1.8e-10,8.2e-08
8.222e-08,8.2e-08,2.2e-10
8.222e-08,2.2e-10,8.2e-08
8.227000000000001e-08,8.2e-08,2.7e-10
8.227000000000001e-08,2.7e-10,8.2e-08
8.233000000000001e-08,8.2e-08,3.3e-10
8.233000000000001e-08,3.3e-10,8.2e-08
8.239000000000001e-08,8.2e-08,3.9e-10
8.239000000000001e-08,3.9e-10,8.2e-08
8.247000000000001e-08,8.2e-08,4.699999999999999e-10
8.247000000000001e-08,4.699999999999999e-10,8.2e-08
8.256e-08,8.2e-08,5.599999999999999e-10
8.256e-08,5.599999999999999e-10,8.2e-08
8.268000000000001e-08,8.2e-08,6.799999999999999e-10
8.268000000000001e-08,6.799999999999999e-10,8.2e-08
8.282000000000001e-08,8.2e-08,8.2e-10
8.282000000000001e-08,8.2e-10,8.2e-08
8.3e-08,1.5000000000000002e-08,6.8e-08
8.3e-08,2.7e-08,5.6000000000000005e-08
8.3e-08,5.6000000000000005e-08,2.7e-08
8.3e-08,6.8e-08,1.5000000000000002e-08
8.3e-08,8.2e-08,1e-09
8.3e-08,1e-09,8.2e-08
8.32e-08,8.2e-08,1.2e-09
8.32e-08,1.2e-09,8.2e-08
8.35e-08,8.2e-08,1.5e-09
8.35e-08,1.5e-09,8.2e-08
8.380000000000001e-08,8.2e-08,1.8e-09
8.380000000000001e-08,1.8e-09,8.2e-08
8.420000000000001e-08,8.2e-08,2.2000000000000003e-09
8.420000000000001e-08,2.2000000000000003e-09,8.2e-08
8.470000000000001e-08,8.2e-08,2.7e-09
8.470000000000001e-08,2.7e-09,8.2e-08
8.53e-08,8.2e-08,3.3e-09
8.53e-08,3.3e-09,8.2e-08
8.590000000000001e-08,8.2e-08,3.9e-09
8.590000000000001e-08,3.9e-09,8.2e-08
8.6e-08,1.8000000000000002e-08,6.8e-08
8.6e-08,3.9000000000000005e-08,4.7000000000000004e-08
8.6e-08,4.7000000000000004e-08,3.9000000000000005e-08
8.6e-08,6.8e-08,1.8000000000000002e-08
8.67e-08,8.2e-08,4.7e-09
8.67e-08,4.7e-09,8.2e-08
8.76e-08,8.2e-08,5.6000000000000005e-09
8.76e-08,5.6000000000000005e-09,8.2e-08
8.88e-08,8.2e-08,6.8000000000000005e-09
8.88e-08,6.8000000000000005e-09,8.2e-08
8.900000000000002e-08,3.3000000000000004e-08,5.6000000000000005e-08
8.900000000000002e-08,5.6000000000000005e-08,3.3000000000000004e-08
9e-08,2.2000000000000002e-08,6.8e-08
9e-08,6.8e-08,2.2000000000000002e-08
9.02e-08,8.2e-08,8.2e-09
9.02e-08,8.2e-09,8.2e-08
9.2e-08,1e-08,8.2e-08
9.2e-08,8.2e-08,1e-08
9.400000000000001e-08,1.2000000000000002e-08,8.2e-08
9.400000000000001e-08,4.7000000000000004e-08,4.7000000000000004e-08
9.400000000000001e-08,8.2e-08,1.2000000000000002e-08
9.5e-08,2.7e-08,6.8e-08
9.5e-08,6.8e-08,2.7e-08
9.500000000000002e-08,3.9000000000000005e-08,5.6000000000000005e-08
9.500000000000002e-08,5.6000000000000005e-08,3.9000000000000005e-08
9.700000000000001e-08,1.5000000000000002e-08,8.2e-08
9.700000000000001e-08,8.2e-08,1.5000000000000002e-08
1e-07,0,1e-07
1e-07,1e-07,0
1.0000000000000001e-07,1.8000000000000002e-08,8.2e-08
1.0000000000000001e-07,8.2e-08,1.8000000000000002e-08
1.0001e-07,1e-07,1e-11
1.0001e-07,1e-11,1e-07
1.00012e-07,1e-07,1.2e-11
1.00012e-07,1.2e-11,1e-07
1.00015e-07,1e-07,1.5e-11
1.00015e-07,1.5e-11,1e-07
1.0001799999999999e-07,1e-07,1.8e-11
1.0001799999999999e-07,1.8e-11,1e-07
1.00022e-07,1e-07,2.1999999999999998e-11
1.00022e-07,2.1999999999999998e-11,1e-07
1.00027e-07,1e-07,2.7e-11
1.00027e-07,2.7e-11,1e-07
1.0003299999999999e-07,1e-07,3.3e-11
1.0003299999999999e-07,3.3e-11,1e-07
1.00039e-07,1e-07,3.9e-11
1.00039e-07,3.9e-11,1e-07
1.00047e-07,1e-07,4.7e-11
1.00047e-07,4.7e-11,1e-07
1.0005599999999999e-07,1e-07,5.6e-11
1.0005599999999999e-07,5.6e-11,1e-07
1.0006799999999999e-07,1e-07,6.8e-11
1.0006799999999999e-07,6.8e-11,1e-07
1.00082e-07,1e-07,8.2e-11
1.00082e-07,8.2e-11,1e-07
1.0009999999999999e-07,1e-07,9.999999999999999e-11
1.0009999999999999e-07,9.999999999999999e-11,1e-07
1.0012e-07,1e-07,1.2e-10
1.0012e-07,1.2e-10,1e-07
1.0015e-07,1e-07,1.5e-10
1.0015e-07,1.5e-10,1e-07
1.0018e-07,1e-07,1.8e-10
1.0018e-07,1.8e-10,1e-07
1.0022e-07,1e-07,2.2e-10
1.0022e-07,2.2e-10,1e-07
1.0027e-07,1e-07,2.7e-10
1.0027e-07,2.7e-10,1e-07
1.0033e-07,1e-07,3.3e-10
1.0033e-07,3.3e-10,1e-07
1.0039e-07,1e-07,3.9e-10
1.0039e-07,3.9e-10,1e-07
1.0047e-07,1e-07,4.699999999999999e-10
1.0047e-07,4.699999999999999e-10,1e-07
1.0056e-07,1e-07,5.599999999999999e-10
1.0056e-07,5.599999999999999e-10,1e-07
1.0068e-07,1e-07,6.799999999999999e-10
1.0068e-07,6.799999999999999e-10,1e-07
1.0082e-07,1e-07,8.2e-10
1.0082e-07,8.2e-10,1e-07
1.0099999999999999e-07,1e-07,1e-09
1.0099999999999999e-07,1e-09,1e-07
1.01e-07,3.3000000000000004e-08,6.8e-08
1.01e-07,6.8e-08,3.3000000000000004e-08
1.0119999999999999e-07,1e-07,1.2e-09
1.0119999999999999e-07,1.2e-09,1e-07
1.0149999999999999e-07,1e-07,1.5e-09
1.0149999999999999e-07,1.5e-09,1e-07
1.018e-07,1e-07,1.8e-09
1.018e-07,1.8e-09,1e-07
1.022e-07,1e-07,2.2000000000000003e-09
1.022e-07,2.2000000000000003e-09,1e-07
1.027e-07,1e-07,2.7e-09
1.027e-07,2.7e-09,1e-07
1.0300000000000001e-07,4.7000000000000004e-08,5.6000000000000005e-08
1.0300000000000001e-07,5.6000000000000005e-08,4.7000000000000004e-08
1.0329999999999999e-07,1e-07,3.3e-09
1.0329999999999999e-07,3.3e-09,1e-07
1.039e-07,1e-07,3.9e-09
1.039e-07,3.9e-09,1e-07
1.04e-07,2.2000000000000002e-08,8.2e-08
1.04e-07,8.2e-08,2.2000000000000002e-08
1.0469999999999999e-07,1e-07,4.7e-09
1.0469999999999999e-07,4.7e-09,1e-07
1.0559999999999999e-07,1e-07,5.6000000000000005e-09
1.0559999999999999e-07,5.6000000000000005e-09,1e-07
1.0679999999999999e-07,1e-07,6.8000000000000005e-09
1.0679999999999999e-07,6.8000000000000005e-09,1e-07
1.07e-07,3.9000000000000005e-08,6.8e-08
1.07e-07,6.8e-08,3.9000000000000005e-08
1.082e-07,1e-07,8.2e-09
1.082e-07,8.2e-09,1e-07
1.0900000000000001e-07,2.7e-08,8.2e-08
1.0900000000000001e-07,8.2e-08,2.7e-08
1.0999999999999999e-07,1e-07,1e-08
1.0999999999999999e-07,1e-08,1e-07
1.12e-07,1e-07,1.2000000000000002e-08
1.12e-07,1.2000000000000002e-08,1e-07
1.1200000000000001e-07,5.6000000000000005e-08,5.6000000000000005e-08
1.15e-07,1e-07,1.5000000000000002e-08
1.15e-07,1.5000000000000002e-08,1e-07
1.1500000000000001e-07,3.3000000000000004e-08,8.2e-08
1.1500000000000001e-07,4.7000000000000004e-08,6.8e-08
1.1500000000000001e-07,6.8e-08,4.7000000000000004e-08
1.1500000000000001e-07,8.2e-08,3.3000000000000004e-08
1.18e-07,1e-07,1.8000000000000002e-08
1.18e-07,1.8000000000000002e-08,1e-07
1.2000000000000002e-07,0,1.2000000000000002e-07
1.2000000000000002e-07,1.2000000000000002e-07,0
1.2001000000000003e-07,1.2000000000000002e-07,1e-11
1.2001000000000003e-07,1e-11,1.2000000000000002e-07
1.20012e-07,1.2000000000000002e-07,1.2e-11
1.20012e-07,1.2e-11,1.2000000000000002e-07
1.20015e-07,1.2000000000000002e-07,1.5e-11
1.20015e-07,1.5e-11,1.2000000000000002e-07
1.20018e-07,1.2000000000000002e-07,1.8e-11
1.20018e-07,1.8e-11,1.2000000000000002e-07
1.2002200000000001e-07,1.2000000000000002e-07,2.1999999999999998e-11
1.2002200000000001e-07,2.1999999999999998e-11,1.2000000000000002e-07
1.2002700000000002e-07,1.2000000000000002e-07,2.7e-11
1.2002700000000002e-07,2.7e-11,1.2000000000000002e-07
1.2003300000000003e-07,1.2000000000000002e-07,3.3e-11
1.2003300000000003e-07,3.3e-11,1.2000000000000002e-07
1.20039e-07,1.2000000000000002e-07,3.9e-11
1.20039e-07,3.9e-11,1.2000000000000002e-07
1.2004700000000002e-07,1.2000000000000002e-07,4.7e-11
1.2004700000000002e-07,4.7e-11,1.2000000000000002e-07
1.2005600000000003e-07,1.2000000000000002e-07,5.6e-11
1.2005600000000003e-07,5.6e-11,1.2000000000000002e-07
1.2006800000000001e-07,1.2000000000000002e-07,6.8e-11
1.2006800000000001e-07,6.8e-11,1.2000000000000002e-07
1.20082e-07,1.2000000000000002e-07,8.2e-11
1.20082e-07,8.2e-11,1.2000000000000002e-07
1.2010000000000002e-07,1.2000000000000002e-07,9.999999999999999e-11
1.2010000000000002e-07,9.999999999999999e-11,1.2000000000000002e-07
1.2012000000000002e-07,1.2000000000000002e-07,1.2e-10
1.2012000000000002e-07,1.2e-10,1.2000000000000002e-07
1.2015000000000003e-07,1.2000000000000002e-07,1.5e-10
1.2015000000000003e-07,1.5e-10,1.2000000000000002e-07
1.2018e-07,1.2000000000000002e-07,1.8e-10
1.2018e-07,1.8e-10,1.2000000000000002e-07
1.2022000000000003e-07,1.2000000000000002e-07,2.2e-10
1.2022000000000003e-07,2.2e-10,1.2000000000000002e-07
1.2027e-07,1.2000000000000002e-07,2.7e-10
1.2027e-07,2.7e-10,1.2000000000000002e-07
1.2033000000000002e-07,1.2000000000000002e-07,3.3e-10
1.2033000000000002e-07,3.3e-10,1.2000000000000002e-07
1.2039e-07,1.2000000000000002e-07,3.9e-10
1.2039e-07,3.9e-10,1.2000000000000002e-07
1.2047000000000002e-07,1.2000000000000002e-07,4.699999999999999e-10
1.2047000000000002e-07,4.699999999999999e-10,1.2000000000000002e-07
1.2056000000000002e-07,1.2000000000000002e-07,5.599999999999999e-10
1.2056000000000002e-07,5.599999999999999e-10,1.2000000000000002e-07
1.2068000000000002e-07,1.2000000000000002e-07,6.799999999999999e-10
1.2068000000000002e-07,6.799999999999999e-10,1.2000000000000002e-07
1.2082000000000002e-07,1.2000000000000002e-07,8.2e-10
1.2082000000000002e-07,8.2e-10,1.2000000000000002e-07
1.21e-07,1.2000000000000002e-07,1e-09
1.21e-07,3.9000000000000005e-08,8.2e-08
1.21e-07,8.2e-08,3.9000000000000005e-08
1.21e-07,1e-09,1.2000000000000002e-07
1.2120000000000003e-07,1.2000000000000002e-07,1.2e-09
1.2120000000000003e-07,1.2e-09,1.2000000000000002e-07
1.2150000000000002e-07,1.2000000000000002e-07,1.5e-09
1.2150000000000002e-07,1.5e-09,1.2000000000000002e-07
1.2180000000000002e-07,1.2000000000000002e-07,1.8e-09
1.2180000000000002e-07,1.8e-09,1.2000000000000002e-07
1.22e-07,1e-07,2.2000000000000002e-08
1.22e-07,2.2000000000000002e-08,1e-07
